Antibiotic,Accuracy,Balanced_Accuracy,Precision,Recall,F1_Weighted,MCC,AUROC,AUPRC
Ciprofloxacin,0.7735849056603774,0.6286630036630036,0.6428571428571429,0.32142857142857145,0.7451720310765816,0.33508274693868567,0.7564102564102564,0.5920698494792749
Clindamycin,0.6509433962264151,0.5375,1.0,0.075,0.5389782189323149,0.21922192506039279,0.6492424242424242,0.588411985356825
