Antibiotic,AUROC_Det,AUROC_Bayes,AUROC_Diff,AUROC_p,AUPRC_Det,AUPRC_Bayes,AUPRC_Diff,AUPRC_p
Ciprofloxacin,0.7353479853479854,0.7564102564102564,-0.021062271062270987,0.48305169483051696,0.5737705646912991,0.5920698494792749,-0.018299284787975822,0.522047795220478
Clindamycin,0.5821969696969698,0.6492424242424242,-0.06704545454545441,0.10178982101789821,0.506817787492556,0.588411985356825,-0.08159419786426902,0.051794820517948204
